title,tag_line,year,rating,genre,certificate,run_time,budget,revenue
The Passion of Joan of Arc,JOAN of ARC PICTURES Inc. presents,1928,8.2,"Biography,Drama,History",Passed,114,,
Hotel Rwanda,"When a country descended into madness and the world turned its back, one man had to make a choice",2004,8.1,"Biography,Drama,History",PG-13,121,17500000.0,33882243.0
Ford v Ferrari,They took the American dream for a ride.,2019,8.1,"Action,Biography,Drama",PG-13,152,97600000.0,225508210.0
Rocky,You have a ringside seat for the bloodiest bicentennial in history!,1976,8.1,"Drama,Sport",PG,120,960000.0,117250402.0
Platoon,The first casualty of war is innocence.,1986,8.1,"Drama,War",R,120,6000000.0,138545632.0
Ratatouille,Dinner is served... Summer 2007,2007,8.1,"Animation,Adventure,Comedy",G,111,150000000.0,623726085.0
Spotlight,Break the story. Break the silence.,2015,8.1,"Biography,Crime,Drama",R,129,20000000.0,98690254.0
The Terminator,"La sua missione e una sola: distruggere, uccidere... (His one and only mission: to destroy, to kill...) (Italian DVD)",1984,8.1,"Action,Sci-Fi",R,107,6400000.0,78371200.0
Logan,His time has come,2017,8.1,"Action,Drama,Sci-Fi",R,137,97000000.0,619179950.0
Stand by Me,"For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.",1986,8.1,"Adventure,Drama",13+,89,8000000.0,52287414.0
Rush,Everyone's driven by something.,2013,8.1,"Action,Biography,Drama",R,123,38000000.0,96983009.0
Network,"NETWORK""... the humanoids, the love story, the trials and tribulations, the savior of television, the attempted suicides, the assassination -- it's ALL coming along with a galaxy of stars you know and love!",1976,8.1,Drama,R,121,3800000.0,23690757.0
Into the Wild,Into the heart Into the soul,2007,8.1,"Adventure,Biography,Drama",R,148,15000000.0,56675895.0
Before Sunset,What if you had a second chance with the one that got away?,2004,8.1,"Drama,Romance",R,80,,
The Wizard of Oz,Mighty Miracle Show Of 1000 Delights !,1939,8.1,"Adventure,Family,Fantasy",G,102,2777000.0,25637669.0
Pather Panchali,The Saga of an Indian Family,1955,8.3,Drama,Not Rated,125,,135342.0
Groundhog Day,What would you do if you were stuck in the same day... over and over? Anything you want and everything your heart desires.,1993,8.1,"Comedy,Drama,Fantasy",PG,101,14600000.0,71108591.0
The Best Years of Our Lives,THE SCREEN'S GREATEST LOVE STORY IS THE BEST FILM THIS YEAR FROM HOLLYWOOD!,1946,8.1,"Drama,Romance,War",Approved,170,2100000.0,23661347.0
The Exorcist,The movie you've been waiting for...without the wait.,1973,8.1,Horror,R,122,11000000.0,441306145.0
The Incredibles,Save The Day,2004,8.0,"Animation,Action,Adventure",PG,115,92000000.0,631607053.0
To Be or Not to Be,The Picture Everyone Wants To See.,1942,8.2,"Comedy,Romance,War",Passed,99,,
La haine,"So far, so good",1995,8.1,"Crime,Drama",Not Rated,98,,
The Battle of Algiers,The French Colonel...who was forced even to torture! One of the many women...who stopped at nothing to win! The Algerian Street Boy...who became a rebel hero!,1966,8.1,"Drama,War",Not Rated,121,800000.0,962002.0
Pirates of the Caribbean: The Curse of the Black Pearl,Prepare to be blown out of the water.,2003,8.1,"Action,Adventure,Fantasy",PG-13,143,140000000.0,654264015.0
Hachi: A Dog's Tale,"A true story of faith, devotion and undying love.",2009,8.1,"Biography,Drama,Family",G,93,,
The Grapes of Wrath,The thousands who have read the book will know why WE WILL NOT SELL ANY CHILDREN TICKETS to see this picture!,1940,8.1,Drama,Passed,129,800000.0,800000.0
Jai Bhim,imeDramaMystery,2021,8.8,"Crime,Drama,Mystery",TV-MA,164,,
My Father and My Son,"Give him a room dad, he has no place to go...",2005,8.2,"Drama,Family",Not Rated,112,,
Amores Perros,Love. Betrayal. Death.,2000,8.1,"Drama,Thriller",R,154,2000000.0,20908467.0
Rebecca,"THE MIGHTY NOVEL LEAPS TO TURBULENT LIFE ON THE SCREEN! (Print Ad- Syracuse Herald-American, ((Syracuse, NY)) 24 March 1940)",1940,8.1,"Drama,Film-Noir,Mystery",Approved,130,1288000.0,72275.0
Cool Hand Luke,What we've got here is failure to communicate.,1967,8.1,"Crime,Drama",GP,127,3200000.0,67.0
The Handmaiden,Never did they expect to get into a controversial relationship...,2016,8.1,"Drama,Romance,Thriller",Not Rated,145,,
The 400 Blows,From the Vanguard of New Film-Makers Comes an Extraordinary Motion Picture,1959,8.1,"Crime,Drama",Not Rated,99,,127244.0
The Sound of Music,RADIANCE THAT FLOODS THE SCREEN...AND WARMS THE HEART!,1965,8.1,"Biography,Drama,Family",G,172,8200000.0,159428329.0
It Happened One Night,Two great lovers of the screen in the grandest of romantic comedies !,1934,8.1,"Comedy,Romance",Passed,105,325000.0,11477.0
Persona,A new film by Ingmar Bergman,1966,8.1,"Drama,Thriller",Not Rated,83,,
Life of Brian,A motion picture destined to offend nearly two thirds of the civilized world. And severely annoy the other third.,1979,8.0,Comedy,R,94,4000000.0,20745728.0
The Iron Giant,Some secrets are too huge to hide,1999,8.1,"Animation,Action,Adventure",PG,86,70000000.0,23335817.0
The Help,Change begins with a whisper.,2011,8.1,Drama,PG-13,146,25000000.0,216639112.0
Dersu Uzala,There is man and beast at nature's mercy. There is awe and love and reverence. And there is the man called...,1975,8.2,"Adventure,Biography,Drama",G,142,4000000.0,14480.0
Aladdin,Wish granted! (DVD re-release),1992,8.0,"Animation,Adventure,Comedy",G,90,,
Gandhi,His Triumph Changed The World Forever.,1982,8.0,"Biography,Drama,History",PG,191,22000000.0,52767889.0
Dances with Wolves,Inside everyone is a frontier waiting to be discovered.,1990,8.0,"Adventure,Drama,Western",PG-13,181,22000000.0,424208848.0
